2025-10-25 00:21:58,121 p=2920471 u=root n=ansible | PLAY [Bootstrap RedHat 8 nodes for RKE2 Airgap environment and Deploy RKE2] ****
2025-10-25 00:22:06,805 p=2920471 u=root n=ansible | changed: [k8s-w02]
2025-10-25 00:22:07,128 p=2920471 u=root n=ansible | changed: [k8s-w03]
2025-10-25 00:22:09,209 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Download sha256 checksum file ( airgap mode )] *************
2025-10-25 00:22:09,210 p=2920471 u=root n=ansible | [WARNING]: Module remote_tmp /root/.ansible/tmp did not exist and was created
with a mode of 0700, this may cause issues when running as another user. To
avoid this, create the remote_tmp dir with the correct permissions manually

2025-10-25 00:22:09,210 p=2920471 u=root n=ansible | changed: [k8s-w01]
2025-10-25 00:22:09,211 p=2920471 u=root n=ansible | changed: [k8s-w02]
2025-10-25 00:22:09,212 p=2920471 u=root n=ansible | changed: [k8s-m3]
2025-10-25 00:22:09,213 p=2920471 u=root n=ansible | changed: [k8s-m2]
2025-10-25 00:22:09,267 p=2920471 u=root n=ansible | changed: [k8s-m1]
2025-10-25 00:22:09,864 p=2920471 u=root n=ansible | changed: [k8s-w03]
2025-10-25 00:22:11,687 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Download RKE2 artifacts and compare with checksums ( airgap mode )] ***
2025-10-25 00:22:11,687 p=2920471 u=root n=ansible | changed: [k8s-w01] => (item=rke2.linux-amd64.tar.gz)
2025-10-25 00:22:11,838 p=2920471 u=root n=ansible | changed: [k8s-m1] => (item=rke2.linux-amd64.tar.gz)
2025-10-25 00:22:11,840 p=2920471 u=root n=ansible | changed: [k8s-w02] => (item=rke2.linux-amd64.tar.gz)
2025-10-25 00:22:11,853 p=2920471 u=root n=ansible | changed: [k8s-m2] => (item=rke2.linux-amd64.tar.gz)
2025-10-25 00:22:11,876 p=2920471 u=root n=ansible | changed: [k8s-m3] => (item=rke2.linux-amd64.tar.gz)
2025-10-25 00:24:02,776 p=2920471 u=root n=ansible | changed: [k8s-m1] => (item=rke2-images.linux-amd64.tar.gz)
2025-10-25 00:24:02,778 p=2920471 u=root n=ansible | changed: [k8s-m3] => (item=rke2-images.linux-amd64.tar.gz)
2025-10-25 00:24:02,779 p=2920471 u=root n=ansible | changed: [k8s-w02] => (item=rke2-images.linux-amd64.tar.gz)
2025-10-25 00:24:02,780 p=2920471 u=root n=ansible | changed: [k8s-w01] => (item=rke2-images.linux-amd64.tar.gz)
2025-10-25 00:24:02,781 p=2920471 u=root n=ansible | changed: [k8s-m2] => (item=rke2-images.linux-amd64.tar.gz)
2025-10-25 00:24:18,937 p=2920471 u=root n=ansible | changed: [k8s-w01] => (item=rke2-images-cilium.linux-amd64.tar.gz)
2025-10-25 00:24:18,953 p=2920471 u=root n=ansible | changed: [k8s-m3] => (item=rke2-images-cilium.linux-amd64.tar.gz)
2025-10-25 00:24:18,978 p=2920471 u=root n=ansible | changed: [k8s-m1] => (item=rke2-images-cilium.linux-amd64.tar.gz)
2025-10-25 00:24:19,053 p=2920471 u=root n=ansible | changed: [k8s-m2] => (item=rke2-images-cilium.linux-amd64.tar.gz)
2025-10-25 00:24:19,142 p=2920471 u=root n=ansible | changed: [k8s-w02] => (item=rke2-images-cilium.linux-amd64.tar.gz)
2025-10-25 00:24:20,788 p=2920471 u=root n=ansible | changed: [k8s-w03] => (item=rke2.linux-amd64.tar.gz)
2025-10-25 00:24:40,850 p=2920471 u=root n=ansible | changed: [k8s-w03] => (item=rke2-images.linux-amd64.tar.gz)
2025-10-25 00:24:51,391 p=2920471 u=root n=ansible | changed: [k8s-w03] => (item=rke2-images-cilium.linux-amd64.tar.gz)
2025-10-25 00:24:52,026 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Download RKE2 install script ( airgap mode )] **************
2025-10-25 00:24:52,027 p=2920471 u=root n=ansible | changed: [k8s-m3]
2025-10-25 00:24:52,034 p=2920471 u=root n=ansible | changed: [k8s-m2]
2025-10-25 00:24:52,034 p=2920471 u=root n=ansible | changed: [k8s-w01]
2025-10-25 00:24:52,040 p=2920471 u=root n=ansible | changed: [k8s-m1]
2025-10-25 00:24:52,042 p=2920471 u=root n=ansible | changed: [k8s-w02]
2025-10-25 00:24:52,568 p=2920471 u=root n=ansible | changed: [k8s-w03]
2025-10-25 00:24:58,717 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Populate service facts] ************************************
2025-10-25 00:24:58,718 p=2920471 u=root n=ansible | ok: [k8s-w02]
2025-10-25 00:24:58,741 p=2920471 u=root n=ansible | ok: [k8s-w01]
2025-10-25 00:24:58,747 p=2920471 u=root n=ansible | ok: [k8s-m2]
2025-10-25 00:24:58,832 p=2920471 u=root n=ansible | ok: [k8s-m1]
2025-10-25 00:24:58,885 p=2920471 u=root n=ansible | ok: [k8s-m3]
2025-10-25 00:25:04,062 p=2920471 u=root n=ansible | ok: [k8s-w03]
2025-10-25 00:25:04,625 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Get stats of the FS object] ********************************
2025-10-25 00:25:04,625 p=2920471 u=root n=ansible | ok: [k8s-m3]
2025-10-25 00:25:04,635 p=2920471 u=root n=ansible | ok: [k8s-w01]
2025-10-25 00:25:04,635 p=2920471 u=root n=ansible | ok: [k8s-w02]
2025-10-25 00:25:04,641 p=2920471 u=root n=ansible | ok: [k8s-m2]
2025-10-25 00:25:04,647 p=2920471 u=root n=ansible | ok: [k8s-m1]
2025-10-25 00:25:04,996 p=2920471 u=root n=ansible | ok: [k8s-w03]
2025-10-25 00:25:05,584 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Check if separate partition] *******************************
2025-10-25 00:25:05,585 p=2920471 u=root n=ansible | ok: [k8s-m2]
2025-10-25 00:25:05,588 p=2920471 u=root n=ansible | ok: [k8s-m1]
2025-10-25 00:25:05,597 p=2920471 u=root n=ansible | ok: [k8s-w01]
2025-10-25 00:25:05,606 p=2920471 u=root n=ansible | ok: [k8s-w02]
2025-10-25 00:25:05,615 p=2920471 u=root n=ansible | ok: [k8s-m3]
2025-10-25 00:25:05,917 p=2920471 u=root n=ansible | ok: [k8s-w03]
2025-10-25 00:25:06,107 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Set RKE2 bin path] *****************************************
2025-10-25 00:25:06,108 p=2920471 u=root n=ansible | ok: [k8s-m1]
2025-10-25 00:25:06,109 p=2920471 u=root n=ansible | ok: [k8s-m2]
2025-10-25 00:25:06,109 p=2920471 u=root n=ansible | ok: [k8s-w02]
2025-10-25 00:25:06,109 p=2920471 u=root n=ansible | ok: [k8s-w01]
2025-10-25 00:25:06,110 p=2920471 u=root n=ansible | ok: [k8s-m3]
2025-10-25 00:25:06,144 p=2920471 u=root n=ansible | ok: [k8s-w03]
2025-10-25 00:25:06,530 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Check RKE2 version] ****************************************
2025-10-25 00:25:06,531 p=2920471 u=root n=ansible | ok: [k8s-m1]
2025-10-25 00:25:06,577 p=2920471 u=root n=ansible | ok: [k8s-m2]
2025-10-25 00:25:06,587 p=2920471 u=root n=ansible | ok: [k8s-w01]
2025-10-25 00:25:06,590 p=2920471 u=root n=ansible | ok: [k8s-m3]
2025-10-25 00:25:06,593 p=2920471 u=root n=ansible | ok: [k8s-w02]
2025-10-25 00:25:06,893 p=2920471 u=root n=ansible | ok: [k8s-w03]
2025-10-25 00:25:06,976 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Set RKE2 versions] *****************************************
2025-10-25 00:25:06,977 p=2920471 u=root n=ansible | ok: [k8s-m1]
2025-10-25 00:25:06,997 p=2920471 u=root n=ansible | ok: [k8s-m2]
2025-10-25 00:25:07,020 p=2920471 u=root n=ansible | ok: [k8s-m3]
2025-10-25 00:25:07,021 p=2920471 u=root n=ansible | ok: [k8s-w01]
2025-10-25 00:25:07,034 p=2920471 u=root n=ansible | ok: [k8s-w02]
2025-10-25 00:25:07,055 p=2920471 u=root n=ansible | ok: [k8s-w03]
2025-10-25 00:26:04,524 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Run RKE2 install script with airgap variables] *************
2025-10-25 00:26:04,525 p=2920471 u=root n=ansible | ok: [k8s-m3]
2025-10-25 00:26:05,479 p=2920471 u=root n=ansible | ok: [k8s-m1]
2025-10-25 00:26:05,665 p=2920471 u=root n=ansible | ok: [k8s-m2]
2025-10-25 00:26:27,135 p=2920471 u=root n=ansible | ok: [k8s-w02]
2025-10-25 00:26:28,473 p=2920471 u=root n=ansible | ok: [k8s-w01]
2025-10-25 00:27:12,498 p=2920471 u=root n=ansible | ok: [k8s-w03]
2025-10-25 00:27:13,361 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Find Active Server] ****************************************
2025-10-25 00:27:13,509 p=2920471 u=root n=ansible | included: /opt/git/ansible/roles/rke2-1.49.0/tasks/find_active_server.yml for k8s-m1, k8s-m2, k8s-m3, k8s-w01, k8s-w02, k8s-w03
2025-10-25 00:27:18,650 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Populate services facts] ***********************************
2025-10-25 00:27:18,650 p=2920471 u=root n=ansible | ok: [k8s-m1]
2025-10-25 00:27:18,664 p=2920471 u=root n=ansible | ok: [k8s-m3]
2025-10-25 00:27:18,700 p=2920471 u=root n=ansible | ok: [k8s-w01]
2025-10-25 00:27:18,717 p=2920471 u=root n=ansible | ok: [k8s-w02]
2025-10-25 00:27:18,731 p=2920471 u=root n=ansible | ok: [k8s-m2]
2025-10-25 00:27:24,337 p=2920471 u=root n=ansible | ok: [k8s-w03]
2025-10-25 00:27:25,141 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Copy kube-vip manifests to the masternode] *****************
2025-10-25 00:27:25,228 p=2920471 u=root n=ansible | included: /opt/git/ansible/roles/rke2-1.49.0/tasks/kubevip.yml for k8s-m1
2025-10-25 00:27:25,632 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Create the RKE2 manifests directory] ***********************
2025-10-25 00:27:25,632 p=2920471 u=root n=ansible | changed: [k8s-m1]
2025-10-25 00:27:26,890 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Copy kube-vip files to first server] ***********************
2025-10-25 00:27:26,891 p=2920471 u=root n=ansible | changed: [k8s-m1] => (item=/opt/git/ansible/roles/rke2-1.49.0/templates/kube-vip/kube-vip.yml.j2)
2025-10-25 00:27:27,708 p=2920471 u=root n=ansible | changed: [k8s-m1] => (item=/opt/git/ansible/roles/rke2-1.49.0/templates/kube-vip/kube-vip-rbac.yml.j2)
2025-10-25 00:27:28,004 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Prepare very first server node in the cluster] *************
2025-10-25 00:27:28,096 p=2920471 u=root n=ansible | included: /opt/git/ansible/roles/rke2-1.49.0/tasks/first_server.yml for k8s-m1
2025-10-25 00:27:28,533 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Create the RKE2 config dir] ********************************
2025-10-25 00:27:28,533 p=2920471 u=root n=ansible | changed: [k8s-m1]
2025-10-25 00:27:28,593 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Set server taints] *****************************************
2025-10-25 00:27:28,594 p=2920471 u=root n=ansible | ok: [k8s-m1]
2025-10-25 00:27:29,894 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Copy rke2 config] ******************************************
2025-10-25 00:27:29,895 p=2920471 u=root n=ansible | changed: [k8s-m1]
2025-10-25 00:27:30,968 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Copy Containerd Registry Configuration file] ***************
2025-10-25 00:27:30,969 p=2920471 u=root n=ansible | changed: [k8s-m1]
2025-10-25 00:27:33,456 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Start RKE2 service on the first server] ********************
2025-10-25 00:27:33,457 p=2920471 u=root n=ansible | fatal: [k8s-m1]: FAILED! => changed=false 
  msg: |-
    Unable to start service rke2-server.service: Job for rke2-server.service failed because the control process exited with error code.
    See "systemctl status rke2-server.service" and "journalctl -xeu rke2-server.service" for details.
2025-10-25 00:27:34,678 p=2920471 u=root n=ansible | TASK [rke2-1.49.0 : Final steps] ***********************************************
2025-10-25 00:27:34,806 p=2920471 u=root n=ansible | included: /opt/git/ansible/roles/rke2-1.49.0/tasks/summary.yml for k8s-m2, k8s-m3, k8s-w01, k8s-w02, k8s-w03
2025-10-25 00:27:35,404 p=2920471 u=root n=ansible | PLAY RECAP *********************************************************************
2025-10-25 00:27:35,405 p=2920471 u=root n=ansible | k8s-m1                     : ok=25   changed=10   unreachable=0    failed=1    skipped=29   rescued=0    ignored=0   
2025-10-25 00:27:35,405 p=2920471 u=root n=ansible | k8s-m2                     : ok=18   changed=5    unreachable=0    failed=0    skipped=31   rescued=0    ignored=0   
2025-10-25 00:27:35,405 p=2920471 u=root n=ansible | k8s-m3                     : ok=18   changed=5    unreachable=0    failed=0    skipped=31   rescued=0    ignored=0   
2025-10-25 00:27:35,405 p=2920471 u=root n=ansible | k8s-w01                    : ok=18   changed=5    unreachable=0    failed=0    skipped=31   rescued=0    ignored=0   
2025-10-25 00:27:35,405 p=2920471 u=root n=ansible | k8s-w02                    : ok=18   changed=5    unreachable=0    failed=0    skipped=31   rescued=0    ignored=0   
2025-10-25 00:27:35,405 p=2920471 u=root n=ansible | k8s-w03                    : ok=18   changed=5    unreachable=0    failed=0    skipped=31   rescued=0    ignored=0   
2025-10-25 07:29:00,847 p=3045863 u=root n=ansible | PLAY [Configure static IPv4 via Netplan] ***************************************
2025-10-25 07:29:03,533 p=3045863 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2025-10-25 07:29:03,535 p=3045863 u=root n=ansible | ok: [k8s-w02]
2025-10-25 07:29:03,539 p=3045863 u=root n=ansible | ok: [k8s-w01]
2025-10-25 07:29:03,601 p=3045863 u=root n=ansible | ok: [k8s-m2]
2025-10-25 07:29:03,764 p=3045863 u=root n=ansible | ok: [k8s-m3]
2025-10-25 07:29:04,858 p=3045863 u=root n=ansible | ok: [k8s-m1]
2025-10-25 07:29:06,287 p=3045863 u=root n=ansible | ok: [k8s-w03]
2025-10-25 07:29:07,712 p=3045863 u=root n=ansible | TASK [Gather facts] ************************************************************
2025-10-25 07:29:07,713 p=3045863 u=root n=ansible | ok: [k8s-w02]
2025-10-25 07:29:07,728 p=3045863 u=root n=ansible | ok: [k8s-m1]
2025-10-25 07:29:07,731 p=3045863 u=root n=ansible | ok: [k8s-m3]
2025-10-25 07:29:07,735 p=3045863 u=root n=ansible | ok: [k8s-m2]
2025-10-25 07:29:07,740 p=3045863 u=root n=ansible | ok: [k8s-w01]
2025-10-25 07:29:08,999 p=3045863 u=root n=ansible | ok: [k8s-w03]
2025-10-25 07:29:10,587 p=3045863 u=root n=ansible | TASK [Ensure netplan is installed on Debian-based systems] *********************
2025-10-25 07:29:10,588 p=3045863 u=root n=ansible | ok: [k8s-m2]
2025-10-25 07:29:11,133 p=3045863 u=root n=ansible | ok: [k8s-w02]
2025-10-25 07:29:11,212 p=3045863 u=root n=ansible | ok: [k8s-m1]
2025-10-25 07:29:11,213 p=3045863 u=root n=ansible | ok: [k8s-m3]
2025-10-25 07:29:11,268 p=3045863 u=root n=ansible | ok: [k8s-w01]
2025-10-25 07:29:12,630 p=3045863 u=root n=ansible | ok: [k8s-w03]
2025-10-25 07:29:12,706 p=3045863 u=root n=ansible | TASK [Validate required variables] *********************************************
2025-10-25 07:29:12,707 p=3045863 u=root n=ansible | fatal: [k8s-m1]: FAILED! => changed=false 
  assertion: netplan_interface is defined
  evaluated_to: false
  msg: 'Missing required vars: netplan_interface, netplan_address, netplan_prefix'
2025-10-25 07:29:12,721 p=3045863 u=root n=ansible | fatal: [k8s-m2]: FAILED! => changed=false 
  assertion: netplan_interface is defined
  evaluated_to: false
  msg: 'Missing required vars: netplan_interface, netplan_address, netplan_prefix'
2025-10-25 07:29:12,722 p=3045863 u=root n=ansible | fatal: [k8s-m3]: FAILED! => changed=false 
  assertion: netplan_interface is defined
  evaluated_to: false
  msg: 'Missing required vars: netplan_interface, netplan_address, netplan_prefix'
2025-10-25 07:29:12,723 p=3045863 u=root n=ansible | fatal: [k8s-w01]: FAILED! => changed=false 
  assertion: netplan_interface is defined
  evaluated_to: false
  msg: 'Missing required vars: netplan_interface, netplan_address, netplan_prefix'
2025-10-25 07:29:12,728 p=3045863 u=root n=ansible | fatal: [k8s-w02]: FAILED! => changed=false 
  assertion: netplan_interface is defined
  evaluated_to: false
  msg: 'Missing required vars: netplan_interface, netplan_address, netplan_prefix'
2025-10-25 07:29:12,743 p=3045863 u=root n=ansible | fatal: [k8s-w03]: FAILED! => changed=false 
  assertion: netplan_interface is defined
  evaluated_to: false
  msg: 'Missing required vars: netplan_interface, netplan_address, netplan_prefix'
2025-10-25 07:29:12,744 p=3045863 u=root n=ansible | PLAY RECAP *********************************************************************
2025-10-25 07:29:12,745 p=3045863 u=root n=ansible | k8s-m1                     : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:29:12,745 p=3045863 u=root n=ansible | k8s-m2                     : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:29:12,745 p=3045863 u=root n=ansible | k8s-m3                     : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:29:12,745 p=3045863 u=root n=ansible | k8s-w01                    : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:29:12,745 p=3045863 u=root n=ansible | k8s-w02                    : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:29:12,745 p=3045863 u=root n=ansible | k8s-w03                    : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:31:32,305 p=3048671 u=root n=ansible | PLAY [Configure static IPv4 via Netplan] ***************************************
2025-10-25 07:31:33,986 p=3048671 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2025-10-25 07:31:33,987 p=3048671 u=root n=ansible | ok: [k8s-w02]
2025-10-25 07:31:33,993 p=3048671 u=root n=ansible | ok: [k8s-m2]
2025-10-25 07:31:33,997 p=3048671 u=root n=ansible | ok: [k8s-m1]
2025-10-25 07:31:34,001 p=3048671 u=root n=ansible | ok: [k8s-w01]
2025-10-25 07:31:34,014 p=3048671 u=root n=ansible | ok: [k8s-m3]
2025-10-25 07:31:35,318 p=3048671 u=root n=ansible | ok: [k8s-w03]
2025-10-25 07:31:36,750 p=3048671 u=root n=ansible | TASK [Gather facts] ************************************************************
2025-10-25 07:31:36,751 p=3048671 u=root n=ansible | ok: [k8s-m1]
2025-10-25 07:31:36,770 p=3048671 u=root n=ansible | ok: [k8s-m2]
2025-10-25 07:31:36,801 p=3048671 u=root n=ansible | ok: [k8s-m3]
2025-10-25 07:31:36,804 p=3048671 u=root n=ansible | ok: [k8s-w01]
2025-10-25 07:31:36,858 p=3048671 u=root n=ansible | ok: [k8s-w02]
2025-10-25 07:31:38,042 p=3048671 u=root n=ansible | ok: [k8s-w03]
2025-10-25 07:31:39,499 p=3048671 u=root n=ansible | TASK [Ensure netplan is installed on Debian-based systems] *********************
2025-10-25 07:31:39,500 p=3048671 u=root n=ansible | ok: [k8s-m2]
2025-10-25 07:31:39,541 p=3048671 u=root n=ansible | ok: [k8s-w02]
2025-10-25 07:31:39,554 p=3048671 u=root n=ansible | ok: [k8s-m3]
2025-10-25 07:31:39,574 p=3048671 u=root n=ansible | ok: [k8s-w01]
2025-10-25 07:31:39,581 p=3048671 u=root n=ansible | ok: [k8s-m1]
2025-10-25 07:31:40,759 p=3048671 u=root n=ansible | ok: [k8s-w03]
2025-10-25 07:31:40,832 p=3048671 u=root n=ansible | TASK [Set default values for netplan variables] ********************************
2025-10-25 07:31:40,834 p=3048671 u=root n=ansible | fatal: [k8s-m1]: FAILED! => 
  msg: |-
    The task includes an option with an undefined variable. The error was: 'dict object' has no attribute 'interface'. 'dict object' has no attribute 'interface'
  
    The error appears to be in '/opt/git/ansible/playbooks/configure-static-ip.yml': line 20, column 7, but may
    be elsewhere in the file depending on the exact syntax problem.
  
    The offending line appears to be:
  
  
        - name: Set default values for netplan variables
          ^ here
2025-10-25 07:31:40,834 p=3048671 u=root n=ansible | fatal: [k8s-m2]: FAILED! => 
  msg: |-
    The task includes an option with an undefined variable. The error was: 'dict object' has no attribute 'interface'. 'dict object' has no attribute 'interface'
  
    The error appears to be in '/opt/git/ansible/playbooks/configure-static-ip.yml': line 20, column 7, but may
    be elsewhere in the file depending on the exact syntax problem.
  
    The offending line appears to be:
  
  
        - name: Set default values for netplan variables
          ^ here
2025-10-25 07:31:40,835 p=3048671 u=root n=ansible | fatal: [k8s-m3]: FAILED! => 
  msg: |-
    The task includes an option with an undefined variable. The error was: 'dict object' has no attribute 'interface'. 'dict object' has no attribute 'interface'
  
    The error appears to be in '/opt/git/ansible/playbooks/configure-static-ip.yml': line 20, column 7, but may
    be elsewhere in the file depending on the exact syntax problem.
  
    The offending line appears to be:
  
  
        - name: Set default values for netplan variables
          ^ here
2025-10-25 07:31:40,841 p=3048671 u=root n=ansible | fatal: [k8s-w01]: FAILED! => 
  msg: |-
    The task includes an option with an undefined variable. The error was: 'dict object' has no attribute 'interface'. 'dict object' has no attribute 'interface'
  
    The error appears to be in '/opt/git/ansible/playbooks/configure-static-ip.yml': line 20, column 7, but may
    be elsewhere in the file depending on the exact syntax problem.
  
    The offending line appears to be:
  
  
        - name: Set default values for netplan variables
          ^ here
2025-10-25 07:31:40,847 p=3048671 u=root n=ansible | fatal: [k8s-w02]: FAILED! => 
  msg: |-
    The task includes an option with an undefined variable. The error was: 'dict object' has no attribute 'interface'. 'dict object' has no attribute 'interface'
  
    The error appears to be in '/opt/git/ansible/playbooks/configure-static-ip.yml': line 20, column 7, but may
    be elsewhere in the file depending on the exact syntax problem.
  
    The offending line appears to be:
  
  
        - name: Set default values for netplan variables
          ^ here
2025-10-25 07:31:40,861 p=3048671 u=root n=ansible | fatal: [k8s-w03]: FAILED! => 
  msg: |-
    The task includes an option with an undefined variable. The error was: 'dict object' has no attribute 'interface'. 'dict object' has no attribute 'interface'
  
    The error appears to be in '/opt/git/ansible/playbooks/configure-static-ip.yml': line 20, column 7, but may
    be elsewhere in the file depending on the exact syntax problem.
  
    The offending line appears to be:
  
  
        - name: Set default values for netplan variables
          ^ here
2025-10-25 07:31:40,863 p=3048671 u=root n=ansible | PLAY RECAP *********************************************************************
2025-10-25 07:31:40,864 p=3048671 u=root n=ansible | k8s-m1                     : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:31:40,864 p=3048671 u=root n=ansible | k8s-m2                     : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:31:40,864 p=3048671 u=root n=ansible | k8s-m3                     : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:31:40,865 p=3048671 u=root n=ansible | k8s-w01                    : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:31:40,865 p=3048671 u=root n=ansible | k8s-w02                    : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:31:40,865 p=3048671 u=root n=ansible | k8s-w03                    : ok=3    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-10-25 07:34:48,114 p=3052530 u=root n=ansible | ERROR! the playbook: ansible/playbooks/configure-static-ip.yml could not be found
2025-10-25 07:35:18,455 p=3053235 u=root n=ansible | PLAY [Configure static IPv4 via Netplan] ***************************************
2025-10-25 07:35:20,125 p=3053235 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2025-10-25 07:35:20,126 p=3053235 u=root n=ansible | ok: [k8s-m2]
2025-10-25 07:35:20,133 p=3053235 u=root n=ansible | ok: [k8s-m3]
2025-10-25 07:35:20,137 p=3053235 u=root n=ansible | ok: [k8s-w01]
2025-10-25 07:35:20,140 p=3053235 u=root n=ansible | ok: [k8s-w02]
2025-10-25 07:35:21,094 p=3053235 u=root n=ansible | ok: [k8s-m1]
2025-10-25 07:35:21,463 p=3053235 u=root n=ansible | ok: [k8s-w03]
2025-10-25 07:35:22,843 p=3053235 u=root n=ansible | TASK [Gather facts] ************************************************************
2025-10-25 07:35:22,844 p=3053235 u=root n=ansible | ok: [k8s-m2]
2025-10-25 07:35:22,853 p=3053235 u=root n=ansible | ok: [k8s-m1]
2025-10-25 07:35:22,857 p=3053235 u=root n=ansible | ok: [k8s-w01]
2025-10-25 07:35:22,897 p=3053235 u=root n=ansible | ok: [k8s-w02]
2025-10-25 07:35:22,965 p=3053235 u=root n=ansible | ok: [k8s-m3]
